"","gcf","ar_count"
"12074","GCF_009676955.1",2
"12075","GCF_009684555.1",4
"12076","GCF_009684575.1",30
"12077","GCF_009684655.1",23
"12078","GCF_009684665.1",12
"12079","GCF_009684715.1",1
"12080","GCF_009685135.1",17
"12081","GCF_009685175.1",0
"12082","GCF_009685195.1",0
"12083","GCF_009688945.1",0
"12084","GCF_009688965.1",0
"12085","GCF_009688985.1",0
"12086","GCF_009696665.2",0
"12087","GCF_009696685.2",0
"12088","GCF_009697265.1",1
"12089","GCF_009697285.1",15
"12090","GCF_009707285.1",0
"12091","GCF_009707305.1",4
"12092","GCF_009707345.1",4
"12093","GCF_009707365.1",1
"12094","GCF_009707385.1",25
"12095","GCF_009707405.1",26
"12096","GCF_009707445.1",0
"12097","GCF_009707465.1",0
"12098","GCF_009707485.1",0
"12099","GCF_009707765.1",4
"12100","GCF_009708005.2",2
"12101","GCF_009708195.1",5
"12102","GCF_009708215.1",2
"12103","GCF_009720145.1",1
"12104","GCF_009720165.1",25
"12105","GCF_009720185.1",5
"12106","GCF_009720405.1",21
"12107","GCF_009720425.1",21
"12108","GCF_009720445.1",29
"12109","GCF_009720465.1",33
"12110","GCF_009720485.1",0
"12111","GCF_009720545.1",0
"12112","GCF_009720585.1",0
"12113","GCF_009720605.1",31
"12114","GCF_009720625.1",3
"12115","GCF_009728565.1",30
"12116","GCF_009728755.1",22
"12117","GCF_009728775.1",22
"12118","GCF_009728795.1",31
"12119","GCF_009728875.2",32
"12120","GCF_009728895.2",33
"12121","GCF_009728915.1",4
"12122","GCF_009728975.1",28
"12123","GCF_009729895.1",29
"12124","GCF_009729915.1",29
"12125","GCF_009729935.1",29
"12126","GCF_009729955.1",29
"12127","GCF_009729975.1",30
"12128","GCF_009729995.1",31
"12129","GCF_009730015.1",29
"12130","GCF_009730035.1",7
"12131","GCF_009730055.1",11
"12132","GCF_009730075.1",11
"12133","GCF_009730095.1",5
"12134","GCF_009730115.1",11
"12135","GCF_009730135.1",13
"12136","GCF_009730155.1",5
"12137","GCF_009730175.1",7
"12138","GCF_009730195.1",8
"12139","GCF_009730215.1",15
"12140","GCF_009730235.1",15
"12141","GCF_009730295.1",1
"12142","GCF_009730315.1",3
"12143","GCF_009730335.1",0
"12144","GCF_009730355.1",25
"12145","GCF_009730395.1",6
"12146","GCF_009730415.1",0
"12147","GCF_009730435.1",5
"12148","GCF_009730455.1",11
"12149","GCF_009730475.1",0
"12150","GCF_009730495.1",6
"12151","GCF_009730515.1",8
"12152","GCF_009730535.1",3
"12153","GCF_009730575.1",3
"12154","GCF_009730615.1",8
"12155","GCF_009730635.1",8
"12156","GCF_009730655.1",4
"12157","GCF_009731355.2",0
"12158","GCF_009731405.1",29
"12159","GCF_009731445.1",1
"12160","GCF_009731465.1",10
"12161","GCF_009731595.1",22
"12162","GCF_009732795.1",25
"12163","GCF_009732815.1",25
"12164","GCF_009732835.1",25
"12165","GCF_009733885.1",5
"12166","GCF_009734005.1",12
"12167","GCF_009734105.1",31
"12168","GCF_009734145.1",4
"12169","GCF_009734165.1",2
"12170","GCF_009734265.1",0
"12171","GCF_009734285.1",8
"12172","GCF_009734305.1",29
"12173","GCF_009734325.1",6
"12174","GCF_009734385.1",2
"12175","GCF_009734405.1",0
"12176","GCF_009734425.1",0
"12177","GCF_009734465.1",24
"12178","GCF_009734485.1",22
"12179","GCF_009738085.1",32
"12180","GCF_009738105.1",2
"12181","GCF_009738145.1",32
"12182","GCF_009738165.1",8
"12183","GCF_009738185.1",12
"12184","GCF_009738205.1",2
"12185","GCF_009738225.1",4
"12186","GCF_009738245.1",2
"12187","GCF_009738455.1",30
"12188","GCF_009738475.1",4
"12189","GCF_009738495.1",4
"12190","GCF_009738515.1",2
"12191","GCF_009738555.1",6
"12192","GCF_009738595.2",31
"12193","GCF_009739555.1",2
"12194","GCF_009739575.1",2
"12195","GCF_009739595.2",0
"12196","GCF_009739615.2",0
"12197","GCF_009739635.2",0
"12198","GCF_009739655.1",0
"12199","GCF_009739675.1",23
"12200","GCF_009739695.1",23
"12201","GCF_009739715.1",23
"12202","GCF_009739735.1",22
"12203","GCF_009739755.1",22
"12204","GCF_009739775.1",22
"12205","GCF_009739795.1",22
"12206","GCF_009739825.1",22
"12207","GCF_009739845.1",22
"12208","GCF_009739865.1",22
"12209","GCF_009739885.1",22
"12210","GCF_009739905.1",4
"12211","GCF_009739945.1",6
"12212","GCF_009740005.1",8
"12213","GCF_009740145.1",12
"12214","GCF_009740165.1",24
"12215","GCF_009740205.1",22
"12216","GCF_009740265.1",18
"12217","GCF_009740915.1",3
"12218","GCF_009741445.1",11
"12219","GCF_009745915.1",10
"12220","GCF_009746125.1",1
"12221","GCF_009749345.1",7
"12222","GCF_009755585.1",2
"12223","GCF_009755625.1",10
"12224","GCF_009755645.1",9
"12225","GCF_009755665.1",2
"12226","GCF_009755685.1",24
"12227","GCF_009755705.1",30
"12228","GCF_009755725.1",0
"12229","GCF_009755745.1",5
"12230","GCF_009755785.1",2
"12231","GCF_009756455.1",31
"12232","GCF_009756475.1",31
"12233","GCF_009756515.1",28
"12234","GCF_009756555.1",30
"12235","GCF_009756585.1",30
"12236","GCF_009756605.1",31
"12237","GCF_009756665.1",1
"12238","GCF_009758075.1",4
"12239","GCF_009758095.1",3
"12240","GCF_009759685.1",12
"12241","GCF_009759705.1",0
"12242","GCF_009759725.1",0
"12243","GCF_009759745.1",0
"12244","GCF_009759765.1",0
"12245","GCF_009759785.1",0
"12246","GCF_009759805.1",3
"12247","GCF_009759825.1",0
"12248","GCF_009759845.1",0
"12249","GCF_009761715.1",33
"12250","GCF_009761735.1",0
"12251","GCF_009762385.1",31
"12252","GCF_009762615.1",0
"12253","GCF_009762635.1",2
"12254","GCF_009762655.1",2
"12255","GCF_009762675.2",15
"12256","GCF_009762695.1",0
"12257","GCF_009762725.1",15
"12258","GCF_009762745.1",0
"12259","GCF_009762895.1",9
"12260","GCF_009762915.1",8
"12261","GCF_009762945.1",9
"12262","GCF_009762965.1",9
"12263","GCF_009762985.1",9
"12264","GCF_009763025.1",7
"12265","GCF_009763045.1",9
"12266","GCF_009763065.1",9
"12267","GCF_009763085.1",8
"12268","GCF_009763105.1",9
"12269","GCF_009763125.1",4
"12270","GCF_009763165.1",6
"12271","GCF_009763185.1",6
"12272","GCF_009763225.1",6
"12273","GCF_009763345.1",6
"12274","GCF_009763405.1",6
"12275","GCF_009763425.1",6
"12276","GCF_009763445.1",6
"12277","GCF_009763465.1",6
"12278","GCF_009763485.1",5
"12279","GCF_009763505.1",6
"12280","GCF_009763525.1",6
"12281","GCF_009763545.1",6
"12282","GCF_009763565.1",6
"12283","GCF_009763585.1",4
"12284","GCF_009763605.1",6
"12285","GCF_009763625.1",6
"12286","GCF_009763645.1",6
"12287","GCF_009763665.1",11
"12288","GCF_009763705.1",5
"12289","GCF_009763725.1",5
"12290","GCF_009763745.1",6
"12291","GCF_009763765.1",5
"12292","GCF_009763785.1",6
"12293","GCF_009763805.1",5
"12294","GCF_009763825.1",12
"12295","GCF_009763845.1",6
"12296","GCF_009763865.1",7
"12297","GCF_009763885.1",4
"12298","GCF_009763905.1",9
"12299","GCF_009763925.1",5
"12300","GCF_009763945.1",10
"12301","GCF_009763965.1",8
"12302","GCF_009764005.1",7
"12303","GCF_009764025.1",8
"12304","GCF_009764055.1",6
"12305","GCF_009764075.1",6
"12306","GCF_009764095.1",6
"12307","GCF_009764115.1",7
"12308","GCF_009764155.1",4
"12309","GCF_009764175.1",6
"12310","GCF_009764195.1",5
"12311","GCF_009764215.1",6
"12312","GCF_009769015.1",16
"12313","GCF_009769055.1",0
"12314","GCF_009769095.1",22
"12315","GCF_009769125.1",16
"12316","GCF_009769145.2",0
"12317","GCF_009769165.1",3
"12318","GCF_009769185.1",3
"12319","GCF_009769205.1",3
"12320","GCF_009789115.1",0
"12321","GCF_009789135.1",0
"12322","GCF_009789155.1",0
"12323","GCF_009789555.1",10
"12324","GCF_009789575.1",0
"12325","GCF_009789595.1",3
"12326","GCF_009789615.1",8
"12327","GCF_009789635.1",5
"12328","GCF_009789655.1",5
"12329","GCF_009789675.1",5
"12330","GCF_009791415.1",0
"12331","GCF_009791455.1",6
"12332","GCF_009791475.1",31
"12333","GCF_009791495.1",31
"12334","GCF_009791515.1",2
"12335","GCF_009792235.1",1
"12336","GCF_009792335.1",1
"12337","GCF_009792355.1",0
"12338","GCF_009796285.1",6
"12339","GCF_009796845.1",1
"12340","GCF_009799805.1",5
"12341","GCF_009799825.1",12
"12342","GCF_009799965.1",7
"12343","GCF_009800225.1",7
"12344","GCF_009806575.1",2
"12345","GCF_009806595.1",9
"12346","GCF_009806615.1",9
"12347","GCF_009806635.1",9
"12348","GCF_009806655.1",9
"12349","GCF_009806675.1",9
"12350","GCF_009806695.1",9
"12351","GCF_009806715.1",16
"12352","GCF_009806735.1",34
"12353","GCF_009810215.1",5
"12354","GCF_009817885.1",16
"12355","GCF_009818105.1",0
"12356","GCF_009818265.1",9
"12357","GCF_009827115.1",12
"12358","GCF_009828705.1",1
"12359","GCF_009831395.1",9
"12360","GCF_009831415.1",12
"12361","GCF_009831435.1",0
"12362","GCF_009831665.3",9
"12363","GCF_009832825.1",3
"12364","GCF_009832845.1",6
"12365","GCF_009832885.1",32
"12366","GCF_009832905.1",4
"12367","GCF_009832925.1",7
"12368","GCF_009832985.1",30
"12369","GCF_009833005.1",11
"12370","GCF_009833945.1",30
"12371","GCF_009833965.1",0
"12372","GCF_009834025.1",2
"12373","GCF_009834045.1",2
"12374","GCF_009834065.1",5
"12375","GCF_009834085.1",8
"12376","GCF_009834105.1",7
"12377","GCF_009834125.1",5
"12378","GCF_009834145.1",8
"12379","GCF_009834165.1",0
"12380","GCF_009834185.1",0
"12381","GCF_009834205.1",0
"12382","GCF_009834225.1",0
"12383","GCF_009834245.1",1
"12384","GCF_009834265.1",1
"12385","GCF_009834285.1",32
"12386","GCF_009834305.1",16
"12387","GCF_009834325.1",29
"12388","GCF_009834345.1",1
"12389","GCF_009834365.1",1
"12390","GCF_009834475.1",1
"12391","GCF_009834495.1",8
"12392","GCF_009834515.1",9
"12393","GCF_009834545.1",11
"12394","GCF_009834565.1",9
"12395","GCF_009834925.2",1
"12396","GCF_009846595.1",8
"12397","GCF_009856545.1",1
"12398","GCF_009856585.1",33
"12399","GCF_009856605.1",0
"12400","GCF_009856625.1",1
"12401","GCF_009856645.1",4
"12402","GCF_009856695.1",29
"12403","GCF_009856975.1",8
"12404","GCF_009857035.1",28
"12405","GCF_009857055.1",23
"12406","GCF_009857075.1",28
"12407","GCF_009857095.1",7
"12408","GCF_009857115.1",17
"12409","GCF_009857135.1",3
"12410","GCF_009857155.1",1
"12411","GCF_009857175.1",6
"12412","GCF_009858115.1",4
"12413","GCF_009858135.1",4
"12414","GCF_009858175.1",1
"12415","GCF_009858195.1",15
"12416","GCF_009858215.1",2
"12417","GCF_009859475.1",2
"12418","GCF_009859815.1",1
"12419","GCF_009859915.1",4
"12420","GCF_009866705.1",8
"12421","GCF_009866725.1",11
"12422","GCF_009866745.1",9
"12423","GCF_009866765.1",10
"12424","GCF_009866785.1",10
"12425","GCF_009866825.1",1
"12426","GCF_009866865.1",17
"12427","GCF_009866885.1",8
"12428","GCF_009866905.1",8
"12429","GCF_009866925.2",29
"12430","GCF_009866945.2",34
"12431","GCF_009867015.2",34
"12432","GCF_009867035.2",32
"12433","GCF_009867055.1",19
"12434","GCF_009867075.1",5
"12435","GCF_009867095.1",7
"12436","GCF_009867115.1",31
"12437","GCF_009867135.1",3
"12438","GCF_009873225.2",14
"12439","GCF_009873295.1",11
"12440","GCF_009873315.1",0
"12441","GCF_009873375.1",30
"12442","GCF_009873455.1",16
"12443","GCF_009873475.1",9
"12444","GCF_009873495.1",0
"12445","GCF_009883635.2",9
"12446","GCF_009883655.1",2
"12447","GCF_009883715.1",7
"12448","GCF_009883735.1",3
"12449","GCF_009883815.1",6
"12450","GCF_009883835.1",6
"12451","GCF_009883855.1",6
"12452","GCF_009883875.1",10
"12453","GCF_009883895.1",6
"12454","GCF_009884005.1",18
"12455","GCF_009884295.1",8
"12456","GCF_009884355.1",29
"12457","GCF_009884375.1",31
"12458","GCF_009884395.1",28
"12459","GCF_009884415.1",32
"12460","GCF_009884975.1",8
"12461","GCF_009892245.1",6
"12462","GCF_009892265.1",6
"12463","GCF_009892285.1",7
"12464","GCF_009892305.1",6
"12465","GCF_009892325.1",6
"12466","GCF_009892345.1",5
"12467","GCF_009892365.1",6
"12468","GCF_009892385.1",5
"12469","GCF_009901525.1",0
"12470","GCF_009903625.1",1
"12471","GCF_009905115.1",33
"12472","GCF_009905135.1",31
"12473","GCF_009905155.1",24
"12474","GCF_009905175.1",2
"12475","GCF_009905195.1",19
"12476","GCF_009905275.1",0
"12477","GCF_009905315.1",23
"12478","GCF_009905335.1",28
"12479","GCF_009905355.1",30
"12480","GCF_009906855.1",4
"12481","GCF_009906875.1",28
"12482","GCF_009906895.1",28
"12483","GCF_009906915.1",8
"12484","GCF_009909305.1",29
"12485","GCF_009909325.1",29
"12486","GCF_009909345.1",17
"12487","GCF_009909365.1",16
"12488","GCF_009909385.1",16
"12489","GCF_009909405.1",16
"12490","GCF_009909425.1",16
"12491","GCF_009909445.1",31
"12492","GCF_009909465.1",33
"12493","GCF_009909485.1",34
"12494","GCF_009909505.1",33
"12495","GCF_009910365.1",0
"12496","GCF_009911735.1",19
"12497","GCF_009911755.1",12
"12498","GCF_009911775.1",2
"12499","GCF_009911795.1",0
"12500","GCF_009911815.1",21
"12501","GCF_009911835.1",22
"12502","GCF_009911855.1",22
"12503","GCF_009911895.1",23
"12504","GCF_009911965.1",23
"12505","GCF_009912015.1",22
"12506","GCF_009912035.1",22
"12507","GCF_009912055.1",23
"12508","GCF_009912075.1",22
"12509","GCF_009912095.1",22
"12510","GCF_009912115.1",22
"12511","GCF_009912155.1",22
"12512","GCF_009912195.1",22
"12513","GCF_009912255.1",22
"12514","GCF_009912295.1",23
"12515","GCF_009912335.1",23
"12516","GCF_009912355.1",23
"12517","GCF_009912375.1",22
"12518","GCF_009912415.1",23
"12519","GCF_009912435.1",22
"12520","GCF_009912455.1",22
"12521","GCF_009912475.1",22
"12522","GCF_009912495.1",23
"12523","GCF_009912535.1",22
"12524","GCF_009912555.1",23
"12525","GCF_009912595.1",22
"12526","GCF_009912615.1",22
"12527","GCF_009912635.1",22
"12528","GCF_009912655.1",23
"12529","GCF_009912675.1",22
"12530","GCF_009912695.1",22
"12531","GCF_009912715.1",22
"12532","GCF_009912735.1",21
"12533","GCF_009912755.1",23
"12534","GCF_009912775.1",23
"12535","GCF_009912795.1",22
"12536","GCF_009912815.1",22
"12537","GCF_009912835.1",22
"12538","GCF_009912855.1",23
"12539","GCF_009912875.1",22
"12540","GCF_009912895.1",23
"12541","GCF_009912915.1",23
"12542","GCF_009912935.1",23
"12543","GCF_009912955.1",23
"12544","GCF_009912975.1",22
"12545","GCF_009912995.1",23
"12546","GCF_009913015.1",23
"12547","GCF_009913035.1",23
"12548","GCF_009913055.1",22
"12549","GCF_009913075.1",22
"12550","GCF_009913095.1",22
"12551","GCF_009913115.1",23
"12552","GCF_009913135.1",22
"12553","GCF_009913155.1",23
"12554","GCF_009913175.1",23
"12555","GCF_009913195.1",23
"12556","GCF_009913215.1",22
"12557","GCF_009913255.1",17
"12558","GCF_009913275.1",17
"12559","GCF_009913295.1",8
"12560","GCF_009913315.1",7
"12561","GCF_009913335.1",7
"12562","GCF_009913355.1",7
"12563","GCF_009913375.1",7
"12564","GCF_009913395.1",18
"12565","GCF_009913415.1",34
"12566","GCF_009913435.1",0
"12567","GCF_009913475.1",7
"12568","GCF_009913495.1",7
"12569","GCF_009913515.1",17
"12570","GCF_009913535.1",17
"12571","GCF_009913555.1",17
"12572","GCF_009913575.1",17
"12573","GCF_009913595.1",17
"12574","GCF_009913615.1",0
"12575","GCF_009913635.1",0
"12576","GCF_009913655.1",0
"12577","GCF_009913675.1",0
"12578","GCF_009913695.1",0
"12579","GCF_009913835.1",0
"12580","GCF_009913855.1",0
"12581","GCF_009913935.1",1
"12582","GCF_009913975.1",0
"12583","GCF_009914055.1",12
"12584","GCF_009914075.1",14
"12585","GCF_009914095.1",0
"12586","GCF_009914135.1",7
"12587","GCF_009914155.1",17
"12588","GCF_009914175.1",8
"12589","GCF_009914195.1",1
"12590","GCF_009914235.1",29
"12591","GCF_009914255.1",30
"12592","GCF_009914275.1",26
"12593","GCF_009914295.1",34
"12594","GCF_009914315.1",0
"12595","GCF_009914335.1",15
"12596","GCF_009914375.1",11
"12597","GCF_009914395.1",11
"12598","GCF_009914415.1",9
"12599","GCF_009914435.1",10
"12600","GCF_009914455.1",23
"12601","GCF_009914475.1",9
"12602","GCF_009914495.1",4
"12603","GCF_009914515.1",4
"12604","GCF_009914535.1",4
"12605","GCF_009930775.1",2
"12606","GCF_009930795.1",0
"12607","GCF_009930815.1",1
"12608","GCF_009930835.1",30
"12609","GCF_009930855.1",29
"12610","GCF_009930875.1",0
"12611","GCF_009930895.1",2
"12612","GCF_009930915.1",3
"12613","GCF_009930935.1",30
"12614","GCF_009930975.1",33
"12615","GCF_009930995.1",33
"12616","GCF_009931015.1",29
"12617","GCF_009931035.1",34
"12618","GCF_009931055.1",28
"12619","GCF_009931075.1",29
"12620","GCF_009931095.1",27
"12621","GCF_009931115.1",0
"12622","GCF_009931135.1",5
"12623","GCF_009931175.1",28
"12624","GCF_009931195.1",12
"12625","GCF_009931215.1",12
"12626","GCF_009931235.1",30
"12627","GCF_009931255.1",2
"12628","GCF_009931275.1",17
"12629","GCF_009931295.1",12
"12630","GCF_009931315.1",10
"12631","GCF_009931335.1",1
"12632","GCF_009931355.1",8
"12633","GCF_009931375.1",7
"12634","GCF_009931395.1",11
"12635","GCF_009931415.1",2
"12636","GCF_009931435.1",32
"12637","GCF_009931455.1",0
"12638","GCF_009931475.1",31
"12639","GCF_009931495.1",30
"12640","GCF_009931515.1",29
"12641","GCF_009931535.1",11
"12642","GCF_009931575.1",12
"12643","GCF_009931595.1",1
"12644","GCF_009931635.1",2
"12645","GCF_009931655.1",0
"12646","GCF_009931675.1",8
"12647","GCF_009931695.1",2
"12648","GCF_009932715.2",15
"12649","GCF_009932885.2",15
"12650","GCF_009932935.2",15
"12651","GCF_009933525.1",2
"12652","GCF_009933595.1",2
"12653","GCF_009936155.1",3
"12654","GCF_009936175.1",2
"12655","GCF_009936235.1",8
"12656","GCF_009936295.1",16
"12657","GCF_009936315.1",4
"12658","GCF_009936375.1",0
"12659","GCF_009937785.1",23
"12660","GCF_009937995.1",0
"12661","GCF_009938015.1",2
"12662","GCF_009938035.1",9
"12663","GCF_009938075.1",12
"12664","GCF_009938095.1",1
"12665","GCF_009938115.1",10
"12666","GCF_009938165.1",6
"12667","GCF_009938185.1",6
"12668","GCF_009938205.1",5
"12669","GCF_009938225.1",6
"12670","GCF_009938285.1",14
"12671","GCF_009938305.1",3
"12672","GCF_009938325.1",5
"12673","GCF_009939745.1",1
"12674","GCF_009939765.1",1
"12675","GCF_009939785.1",1
"12676","GCF_009939805.1",1
"12677","GCF_009939825.1",1
"12678","GCF_009939845.1",1
"12679","GCF_009939975.1",1
"12680","GCF_009940325.1",1
"12681","GCF_009940965.1",1
"12682","GCF_009941325.1",1
"12683","GCF_009941705.1",1
"12684","GCF_009942155.1",1
"12685","GCF_009942395.1",1
"12686","GCF_009942655.1",1
"12687","GCF_009942915.1",1
"12688","GCF_009943205.1",1
"12689","GCF_009943505.1",1
"12690","GCF_009943805.1",1
"12691","GCF_009944075.1",1
"12692","GCF_009944335.1",1
"12693","GCF_009944725.1",1
"12694","GCF_009945165.1",1
"12695","GCF_009945535.1",1
"12696","GCF_009945865.1",1
"12697","GCF_009946285.1",1
"12698","GCF_009946845.1",1
"12699","GCF_009947205.1",1
"12700","GCF_009947575.1",1
"12701","GCF_009947985.1",1
"12702","GCF_009948395.1",1
"12703","GCF_009948655.1",30
"12704","GCF_009949145.1",30
"12705","GCF_009949705.1",29
"12706","GCF_009950125.1",30
"12707","GCF_009950475.1",30
"12708","GCF_009950805.1",30
"12709","GCF_009951245.1",30
"12710","GCF_009951745.1",29
"12711","GCF_009952125.1",29
"12712","GCF_010061665.1",15
"12713","GCF_010092405.1",33
"12714","GCF_010092425.1",2
"12715","GCF_010092445.1",1
"12716","GCF_010092485.1",0
"12717","GCF_010092505.1",0
"12718","GCF_010092525.1",9
"12719","GCF_010092625.1",10
"12720","GCF_010092965.1",29
"12721","GCF_010092985.1",0
"12722","GCF_010093005.1",27
"12723","GCF_010093025.1",0
"12724","GCF_010093065.1",0
"12725","GCF_010103655.1",12
"12726","GCF_010104355.1",1
"12727","GCF_010119335.3",15
"12728","GCF_010119915.1",1
"12729","GCF_010119935.1",1
"12730","GCF_010119975.1",0
"12731","GCF_010120755.1",12
"12732","GCF_010183645.1",31
"12733","GCF_010183685.1",34
"12734","GCF_010196425.1",1
"12735","GCF_010223095.1",1
"12736","GCF_010223115.1",1
"12737","GCF_010230375.1",1
"12738","GCF_010230515.1",1
"12739","GCF_010230725.1",1
"12740","GCF_010230935.1",1
"12741","GCF_010231195.1",1
"12742","GCF_010231335.1",1
"12743","GCF_010231485.1",31
"12744","GCF_010232325.1",10
"12745","GCF_010232785.1",1
"12746","GCF_010232985.1",1
"12747","GCF_010233165.1",1
"12748","GCF_010233385.1",1
"12749","GCF_010318885.1",10
"12750","GCF_010319105.1",5
"12751","GCF_010319405.1",5
"12752","GCF_010319625.1",27
"12753","GCF_010319905.2",31
"12754","GCF_010320145.1",10
"12755","GCF_010320365.1",14
"12756","GCF_010365245.1",17
"12757","GCF_010365265.1",4
"12758","GCF_010365285.1",2
"12759","GCF_010365305.1",8
"12760","GCF_010365325.1",31
"12761","GCF_010365345.1",32
"12762","GCF_010365365.1",32
"12763","GCF_010365385.1",33
"12764","GCF_010365405.1",32
"12765","GCF_010365425.1",32
"12766","GCF_010365465.1",31
"12767","GCF_010365485.1",32
"12768","GCF_010365505.1",31
"12769","GCF_010365525.1",31
"12770","GCF_010365545.1",32
"12771","GCF_010365585.1",26
"12772","GCF_010367305.1",33
"12773","GCF_010384365.1",5
"12774","GCF_010442675.1",14
"12775","GCF_010442835.1",8
"12776","GCF_010443035.1",8
"12777","GCF_010443215.1",2
"12778","GCF_010448615.1",10
"12779","GCF_010450855.1",28
"12780","GCF_010450895.1",1
"12781","GCF_010450915.1",4
"12782","GCF_010469945.1",1
"12783","GCF_010509415.1",29
"12784","GCF_010509575.1",1
"12785","GCF_010509815.1",24
"12786","GCF_010523235.1",7
"12787","GCF_010537155.1",3
"12788","GCF_010537335.1",1
"12789","GCF_010586905.1",1
"12790","GCF_010586945.1",0
"12791","GCF_010586985.1",30
"12792","GCF_010587025.1",2
"12793","GCF_010587385.1",6
"12794","GCF_010668965.1",9
"12795","GCF_010668985.1",29
"12796","GCF_010669005.1",29
"12797","GCF_010669025.1",29
"12798","GCF_010669045.1",7
"12799","GCF_010669065.1",7
"12800","GCF_010669085.1",1
"12801","GCF_010669105.1",16
"12802","GCF_010669145.1",1
"12803","GCF_010669165.1",7
"12804","GCF_010669185.1",4
"12805","GCF_010669205.1",0
"12806","GCF_010669265.1",24
"12807","GCF_010669285.1",2
"12808","GCF_010692865.1",16
"12809","GCF_010706435.1",30
"12810","GCF_010724935.1",28
"12811","GCF_010725305.1",31
"12812","GCF_010725485.1",8
"12813","GCF_010725725.1",8
"12814","GCF_010725885.1",8
"12815","GCF_010726085.1",8
"12816","GCF_010726245.1",8
"12817","GCF_010726505.1",8
"12818","GCF_010726645.1",8
"12819","GCF_010726955.1",6
"12820","GCF_010727125.1",8
"12821","GCF_010727325.1",9
"12822","GCF_010727475.1",10
"12823","GCF_010727605.1",11
"12824","GCF_010727725.1",8
"12825","GCF_010727945.1",10
"12826","GCF_010728155.1",8
"12827","GCF_010728325.1",9
"12828","GCF_010728525.1",10
"12829","GCF_010728725.1",9
"12830","GCF_010728925.1",8
"12831","GCF_010729105.1",10
"12832","GCF_010729305.1",8
"12833","GCF_010729485.1",9
"12834","GCF_010729665.1",8
"12835","GCF_010729895.1",7
"12836","GCF_010730055.1",12
"12837","GCF_010730195.1",8
"12838","GCF_010730355.1",11
"12839","GCF_010730575.1",10
"12840","GCF_010730745.1",8
"12841","GCF_010731115.1",6
"12842","GCF_010731295.1",11
"12843","GCF_010731535.1",10
"12844","GCF_010731575.1",8
"12845","GCF_010731595.1",10
"12846","GCF_010731615.1",5
"12847","GCF_010731635.1",8
"12848","GCF_010731655.1",9
"12849","GCF_010731675.1",11
"12850","GCF_010731695.1",8
"12851","GCF_010731715.1",10
"12852","GCF_010731735.1",7
"12853","GCF_010731755.1",8
"12854","GCF_010731775.1",11
"12855","GCF_010731795.1",8
"12856","GCF_010731815.2",8
"12857","GCF_010731835.1",10
"12858","GCF_010731855.1",6
"12859","GCF_010731875.1",7
"12860","GCF_010731895.1",7
"12861","GCF_010731915.1",7
"12862","GCF_010731935.1",11
"12863","GCF_010748895.1",3
"12864","GCF_010748915.1",14
"12865","GCF_010748935.1",10
"12866","GCF_010917155.1",11
"12867","GCF_010917555.1",10
"12868","GCF_010917675.1",10
"12869","GCF_010917815.1",12
"12870","GCF_010918195.1",10
"12871","GCF_010918375.1",9
"12872","GCF_010918635.1",11
"12873","GCF_010918895.1",11
"12874","GCF_010919095.1",12
"12875","GCF_010919335.1",33
"12876","GCF_010977555.1",1
"12877","GCF_010977575.1",4
"12878","GCF_010983895.1",3
"12879","GCF_010993845.2",6
"12880","GCF_010993865.2",6
"12881","GCF_010993915.2",5
"12882","GCF_011006355.1",2
"12883","GCF_011006575.1",31
"12884","GCF_011008975.1",8
"12885","GCF_011022255.1",28
"12886","GCF_011022275.1",32
"12887","GCF_011022295.1",0
"12888","GCF_011032725.1",8
"12889","GCF_011032785.1",22
"12890","GCF_011035105.1",23
"12891","GCF_011038575.1",15
"12892","GCF_011038645.2",0
"12893","GCF_011038655.2",0
"12894","GCF_011038705.2",1
"12895","GCF_011039955.1",4
"12896","GCF_011040435.1",7
"12897","GCF_011044215.1",32
"12898","GCF_011044255.1",0
"12899","GCF_011044275.1",0
"12900","GCF_011044295.1",0
"12901","GCF_011044315.1",4
"12902","GCF_011044335.1",1
"12903","GCF_011044355.1",30
"12904","GCF_011044415.1",11
"12905","GCF_011044475.1",11
"12906","GCF_011045215.1",29
"12907","GCF_011045235.1",29
"12908","GCF_011045255.1",30
"12909","GCF_011045275.1",30
"12910","GCF_011045295.1",30
"12911","GCF_011045315.1",3
"12912","GCF_011045335.1",32
"12913","GCF_011045355.1",31
"12914","GCF_011045375.1",19
"12915","GCF_011045395.1",0
"12916","GCF_011045475.1",33
"12917","GCF_011045495.1",5
"12918","GCF_011045535.1",2
"12919","GCF_011045575.1",17
"12920","GCF_011045595.1",33
"12921","GCF_011045615.1",12
"12922","GCF_011045635.1",12
"12923","GCF_011045655.1",10
"12924","GCF_011045675.1",14
"12925","GCF_011045695.1",14
"12926","GCF_011045715.1",24
"12927","GCF_011045735.1",26
"12928","GCF_011045755.1",3
"12929","GCF_011045775.1",32
"12930","GCF_011045795.1",17
"12931","GCF_011045815.1",20
"12932","GCF_011045835.1",15
"12933","GCF_011045855.1",16
"12934","GCF_011045875.1",33
"12935","GCF_011045895.1",33
"12936","GCF_011046025.1",17
"12937","GCF_011046485.1",1
"12938","GCF_011046535.1",2
"12939","GCF_011046555.1",1
"12940","GCF_011046735.1",0
"12941","GCF_011046895.1",0
"12942","GCF_011046975.1",0
"12943","GCF_011047135.1",0
"12944","GCF_011047315.1",0
"12945","GCF_011057955.1",31
"12946","GCF_011057975.1",0
"12947","GCF_011058275.1",2
